time,x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
0,1.4,0.0,1.5707963267948966,1.51,0.02,1.55,-0.07701360669871066,0.013243060140124767,-0.1100000000000001,-0.02,0.020796326794896514
0.06505393981933594,1.399999269054556,0.0014306106069886491,1.571818191692014,1.51,0.02,1.55,-0.07701474332972255,0.013562146945994856,-0.11000073094544405,-0.01856938939301135,0.021818191692013933
0.12905049324035645,1.3999971235489823,0.0028379666269045156,1.5728234472024267,1.51,0.02,1.55,-0.07701716768392455,0.013876045595418217,-0.1100028764510177,-0.017162033373095485,0.022823447202426683
0.19304156303405762,1.399993563658009,0.004245199188236994,1.573828616576223,1.51,0.02,1.55,-0.077020887156969,0.014189915322279348,-0.11000643634199103,-0.015754800811763007,0.023828616576222927
0.2570340633392334,1.3999885891349872,0.0056524589187011325,1.574833808420441,1.51,0.02,1.55,-0.07702590202391492,0.014503789722777218,-0.11001141086501276,-0.014347541081298869,0.024833808420440917
0.32102513313293457,1.3999822002073474,0.007059681479670691,1.5758389777942372,1.51,0.02,1.55,-0.0770322120554875,0.01481765444686164,-0.11001779979265258,-0.01294031852032931,0.02583897779423716
0.3850274085998535,1.3999743952958024,0.008467143328900306,1.5768443231863367,1.51,0.02,1.55,-0.07703981878815058,0.01513157115492118,-0.11002560470419764,-0.011532856671099694,0.02684432318633667
0.4490206241607666,1.3999651768084216,0.009874397387441806,1.5778495262657655,1.51,0.02,1.55,-0.07704871987078807,0.015445440131535561,-0.11003482319157842,-0.010125602612558194,0.027849526265765423
0.513016939163208,1.3999545432005642,0.011281709626630946,1.5788547780311077,1.51,0.02,1.55,-0.07705891680471266,0.01575932069820615,-0.11004545679943578,-0.008718290373369054,0.028854778031107697
0.5770211219787598,1.3999424933269937,0.012689183480442552,1.5798601533837697,1.51,0.02,1.55,-0.07707041067240891,0.016073235924023228,-0.11005750667300629,-0.007310816519557449,0.029860153383769683
0.6409776210784912,1.3999290389784214,0.01409559594176297,1.5808647797223747,1.51,0.02,1.55,-0.07708319027758018,0.01638691303750153,-0.11007096102157865,-0.00590440405823703,0.03086477972237467
0.7050037384033203,1.399914154764669,0.01550352506762893,1.5818704996215027,1.51,0.02,1.55,-0.07709727971223644,0.016700927031048706,-0.11008584523533105,-0.004496474932371071,0.03187049962150268
0.7693889141082764,1.3998977591722825,0.01691933404191427,1.5828818595964764,1.51,0.02,1.55,-0.0771127556971181,0.017016697087698453,-0.11010224082771747,-0.003080665958085732,0.03288185959647638
0.8329925537109375,1.399880156678754,0.01831794030635297,1.583880943231063,1.51,0.02,1.55,-0.07712933122771845,0.01732862901957097,-0.11011984332124602,-0.0016820596936470318,0.03388094323106294
0.8970034122467041,1.399861030722623,0.019725482609945267,1.5848864234456927,1.51,0.02,1.55,-0.07714730471888809,0.01764255257853681,-0.1101389692773771,-0.00027451739005473347,0.034886423445692705
