x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.81,0.0,0.04,0.18513082342364595,-0.0016966037627102427,0.18999999999999995,0.0,-0.04
1.0,0.0,0,0.82,0.0,0.04,0.17613082342364605,-0.0016966037627102427,0.18000000000000005,0.0,-0.04
1.0,0.0,0,0.83,0.0,0.04,0.16713082342364605,-0.0016966037627102427,0.17000000000000004,0.0,-0.04
1.0,0.0,0,0.84,0.0,0.03,0.1581357721399831,-0.0012726012958960283,0.16000000000000003,0.0,-0.03
1.0,0.0,0,0.84,0.0,0.03,0.1581357721399831,-0.0012726012958960283,0.16000000000000003,0.0,-0.03
1.0,0.0,0,0.85,0.0,0.03,0.14913577213998308,-0.0012726012958960283,0.15000000000000002,0.0,-0.03
1.0,0.0,0,0.86,0.0,0.03,0.14013577213998307,-0.0012726012958960283,0.14,0.0,-0.03
1.0,0.0,0,0.87,0.0,0.03,0.13113577213998304,-0.0012726012958960283,0.13,0.0,-0.03
1.0,0.0,0,0.88,0.0,0.03,0.12213577213998303,-0.0012726012958960283,0.12,0.0,-0.03
1.0,0.0,0,0.89,0.0,0.04,0.11313082342364597,-0.0016966037627102427,0.10999999999999999,0.0,-0.04
1.0,0.0,0,0.9,0.0,0.03,0.10413577213998301,-0.0012726012958960283,0.09999999999999998,0.0,-0.03
1.0,0.0,0,0.91,0.0,0.03,0.095135772139983,-0.0012726012958960283,0.08999999999999997,0.0,-0.03
1.0,0.0,0,0.91,0.0,0.03,0.095135772139983,-0.0012726012958960283,0.08999999999999997,0.0,-0.03
1.0,0.0,0,0.92,0.0,0.04,0.08613082342364595,-0.0016966037627102427,0.07999999999999996,0.0,-0.04
1.0,0.0,0,0.93,0.0,0.03,0.07713577213998299,-0.0012726012958960283,0.06999999999999995,0.0,-0.03
1.0,0.0,0,0.94,0.0,0.03,0.06813577213998308,-0.0012726012958960283,0.06000000000000005,0.0,-0.03
1.0,0.0,0,0.95,0.0,0.03,0.05913577213998307,-0.0012726012958960283,0.050000000000000044,0.0,-0.03
1.0,0.0,0,0.96,0.0,0.03,0.05013577213998306,-0.0012726012958960283,0.040000000000000036,0.0,-0.03
1.0,0.0,0,0.97,0.0,0.03,0.041135772139983054,-0.0012726012958960283,0.030000000000000027,0.0,-0.03
1.0,0.0,0,0.98,0.0,0.03,0.032135772139983046,-0.0012726012958960283,0.020000000000000018,0.0,-0.03
1.0,0.0,0,0.98,0.0,0.03,0.032135772139983046,-0.0012726012958960283,0.020000000000000018,0.0,-0.03
1.0,0.0,0,0.99,0.0,0.03,0.023135772139983038,-0.0012726012958960283,0.010000000000000009,0.0,-0.03
1.0,0.0,0,1.0,0.0,0.03,0.01413577213998303,-0.0012726012958960283,0.0,0.0,-0.03
1.0,0.0,0,1.01,0.0,0.03,0.005135772139983022,-0.0012726012958960283,-0.010000000000000009,0.0,-0.03
1.0,0.0,0,1.02,0.0,0.03,-0.003864227860016986,-0.0012726012958960283,-0.020000000000000018,0.0,-0.03
1.0,0.0,0,1.03,0.0,0.04,-0.012869176576354042,-0.0016966037627102427,-0.030000000000000027,0.0,-0.04
1.0,0.0,0,1.04,0.0,0.03,-0.021864227860017002,-0.0012726012958960283,-0.040000000000000036,0.0,-0.03
1.0,0.0,0,1.05,0.0,0.03,-0.03086422786001701,-0.0012726012958960283,-0.050000000000000044,0.0,-0.03
1.0,0.0,0,1.05,0.0,0.04,-0.03086917657635406,-0.0016966037627102427,-0.050000000000000044,0.0,-0.04
1.0,0.0,0,1.06,0.0,0.04,-0.03986917657635407,-0.0016966037627102427,-0.06000000000000005,0.0,-0.04
1.0,0.0,0,1.07,0.0,0.04,-0.048869176576354076,-0.0016966037627102427,-0.07000000000000006,0.0,-0.04
1.0,0.0,0,1.08,0.0,0.04,-0.057869176576354084,-0.0016966037627102427,-0.08000000000000007,0.0,-0.04
