x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
1.0,0,0,0.82,-0.33,0.26,0.18132779956269032,0.0373751668864707,0.18000000000000005,0.33,-0.26
1.0031166934967042,0,0,0.82,-0.33,0.26,0.18413282370972409,0.0373751668864707,0.18311669349670423,0.33,-0.26
1.006283588409424,0,0,0.82,-0.33,0.26,0.18698302913117182,0.0373751668864707,0.18628358840942394,0.33,-0.26
1.0093903732299805,0,0,0.82,-0.33,0.26,0.18977913546967276,0.0373751668864707,0.18939037322998054,0.33,-0.26
1.0124971818923951,0,0,0.82,-0.33,0.26,0.19257526326584593,0.0373751668864707,0.19249718189239517,0.33,-0.26
1.0156030225753785,0,0,0.82,-0.33,0.26,0.19537051988053095,0.0373751668864707,0.19560302257537854,0.33,-0.26
1.0187152051925659,0,0,0.82,-0.33,0.26,0.1981714842359996,0.0373751668864707,0.1987152051925659,0.33,-0.26
1.0218341827392579,0,0,0.82,-0.33,0.26,0.2009785640280224,0.0373751668864707,0.2018341827392579,0.33,-0.26
1.024940242767334,0,0,0.82,-0.33,0.26,0.2037740180532909,0.0373751668864707,0.20494024276733402,0.33,-0.26
1.0280448293685913,0,0,0.82,-0.33,0.26,0.2065681459944225,0.0373751668864707,0.20804482936859137,0.33,-0.26
1.0311635112762452,0,0,0.82,-0.33,0.26,0.20937495971131095,0.0373751668864707,0.21116351127624522,0.33,-0.26
1.034306902885437,0,0,0.82,-0.33,0.26,0.21220401215958365,0.0373751668864707,0.21430690288543708,0.33,-0.26
1.0374113941192626,0,0,0.82,-0.33,0.26,0.2149980542700267,0.0373751668864707,0.2174113941192627,0.33,-0.26
1.0405185317993164,0,0,0.82,-0.33,0.26,0.2177944781820751,0.0373751668864707,0.22051853179931646,0.33,-0.26
1.0423488092422486,0,0,0.82,-0.33,0.26,0.21944172788071406,0.0373751668864707,0.22234880924224865,0.33,-0.26
1.0439471197128296,0,0,0.82,-0.33,0.26,0.22088020730423696,0.0373751668864707,0.22394711971282966,0.33,-0.26
1.0455459213256837,0,0,0.82,-0.33,0.26,0.22231912875580565,0.0373751668864707,0.22554592132568374,0.33,-0.26
1.0471472501754762,0,0,0.82,-0.33,0.26,0.22376032472061885,0.0373751668864707,0.2271472501754762,0.33,-0.26
1.0487457132339477,0,0,0.82,-0.33,0.26,0.22519894147324326,0.0373751668864707,0.22874571323394777,0.33,-0.26
1.0503478622436524,0,0,0.82,-0.33,0.26,0.22664087558197746,0.0373751668864707,0.23034786224365245,0.33,-0.26
1.0519456243515015,0,0,0.82,-0.33,0.26,0.2280788614790417,0.0373751668864707,0.23194562435150157,0.33,-0.26
1.0535453128814698,0,0,0.82,-0.33,0.26,0.22951858115601312,0.0373751668864707,0.23354531288146985,0.33,-0.26
1.0551451778411864,0,0,0.82,-0.33,0.26,0.2309584596197581,0.0373751668864707,0.2351451778411865,0.33,-0.26
1.0567451095581055,0,0,0.82,-0.33,0.26,0.23239839816498528,0.0373751668864707,0.23674510955810557,0.33,-0.26
1.0583451080322266,0,0,0.82,-0.33,0.26,0.23383839679169424,0.0373751668864707,0.23834510803222664,0.33,-0.26
1.0599455738067627,0,0,0.82,-0.33,0.26,0.23527881598877673,0.0373751668864707,0.23994557380676274,0.33,-0.26
1.0615447473526,0,0,0.82,-0.33,0.26,0.23671807218003038,0.0373751668864707,0.24154474735260012,0.33,-0.26
1.0631456327438356,0,0,0.82,-0.33,0.26,0.2381588690321423,0.0373751668864707,0.2431456327438356,0.33,-0.26
1.064745202064514,0,0,0.82,-0.33,0.26,0.23959848142075296,0.0373751668864707,0.2447452020645141,0.33,-0.26
1.0663448143005372,0,0,0.82,-0.33,0.26,0.24103813243317376,0.0373751668864707,0.24634481430053723,0.33,-0.26
1.0679455995559692,0,0,0.82,-0.33,0.26,0.24247883916306262,0.0373751668864707,0.2479455995559693,0.33,-0.26
1.0695441389083862,0,0,0.82,-0.33,0.26,0.24391752458023788,0.0373751668864707,0.24954413890838623,0.33,-0.26
1.0711450672149658,0,0,0.82,-0.33,0.26,0.24535836005615955,0.0373751668864707,0.2511450672149659,0.33,-0.26
1.0727440547943115,0,0,0.82,-0.33,0.26,0.24679744887757063,0.0373751668864707,0.2527440547943115,0.33,-0.26
1.0743448638916016,0,0,0.82,-0.33,0.26,0.2482381770651317,0.0373751668864707,0.2543448638916016,0.33,-0.26
1.075944652557373,0,0,0.82,-0.33,0.26,0.24967798686432605,0.0373751668864707,0.2559446525573731,0.33,-0.26
