time,x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
0,-1.7,-5.467617008900564e-16,-1.5707963267948966,-0.25,1.67,-0.6,-1.2748440970125154,-0.8770609765216696,-1.45,-1.6700000000000004,-0.9707963267948966
0.06509876251220703,-1.6999964448004221,0.0034767320754990018,4.710343842444029,-0.25,1.67,-0.6,-1.2749311074817702,-0.8757602620629911,-1.4499964448004221,-1.666523267924501,5.310343842444029
0.12906765937805176,-1.699986024963701,0.0068931072902310014,4.708334200279509,-0.25,1.67,-0.6,-1.2750104965738787,-0.8744815895297094,-1.449986024963701,-1.663106892709769,5.308334200279509
0.19307684898376465,-1.6999687264095433,0.01031160654385005,4.706323292281233,-0.25,1.67,-0.6,-1.2750838719137871,-0.8732015874520296,-1.4499687264095433,-1.65968839345615,5.306323292281233
0.2570226192474365,-1.699944580959598,0.013726677168792938,4.704314376660348,-0.25,1.67,-0.6,-1.2751511176031463,-0.8719223352266813,-1.449944580959598,-1.656273322831207,5.304314376660348
0.3210265636444092,-1.6999135436433668,0.017144799148755562,4.702303633445165,-0.25,1.67,-0.6,-1.2752123619836715,-0.8706414055805318,-1.4499135436433668,-1.6528552008512443,5.302303633445165
0.38500022888183594,-1.6998756529885297,0.020561234807750742,4.700293841477834,-0.25,1.67,-0.6,-1.2752675162051426,-0.8693605735922518,-1.4498756529885297,-1.649438765192249,5.300293841477834
0.44899749755859375,-1.6998308783094742,0.023978847879779518,4.698283307986587,-0.25,1.67,-0.6,-1.2753166274476846,-0.8680787657229999,-1.4498308783094742,-1.6460211521202204,5.298283307986587
0.5129883289337158,-1.6997792380404373,0.027396020270659446,4.696272976729135,-0.25,1.67,-0.6,-1.275359670020059,-0.8667965886391381,-1.4497792380404373,-1.6426039797293406,5.296272976729135
0.5769853591918945,-1.6997207222312238,0.03081341295225584,4.694262450728029,-0.25,1.67,-0.6,-1.275396652281724,-0.865513794336564,-1.4497207222312238,-1.639186587047744,5.294262450728029
0.6410534381866455,-1.6996552593788312,0.034234474815273856,4.692249692665033,-0.25,1.67,-0.6,-1.275427600573546,-0.864229087229223,-1.4496552593788312,-1.635765525184726,5.292249692665033
0.7050216197967529,-1.6995830290620004,0.03765006406947436,4.690240072970935,-0.25,1.67,-0.6,-1.2754524362963058,-0.8629459006838125,-1.4495830290620004,-1.6323499359305256,5.290240072970935
