x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
1.0,0,0,0.77,-0.32,-0.02,0.22699600013333154,0.05239992000159999,0.22999999999999998,0.32,0.02
1.0029082012176513,0,0,0.77,-0.32,-0.02,0.22961338122921776,0.05239992000159999,0.23290820121765132,0.32,0.02
1.0058145380020143,0,0,0.77,-0.32,-0.02,0.2322290843351444,0.05239992000159999,0.23581453800201424,0.32,0.02
1.0087194776535033,0,0,0.77,-0.32,-0.02,0.23484353002148456,0.05239992000159999,0.23871947765350332,0.32,0.02
1.011626386642456,0,0,0.77,-0.32,-0.02,0.2374597481115419,0.05239992000159999,0.24162638664245595,0.32,0.02
1.0145295810699464,0,0,0.77,-0.32,-0.02,0.2400726230962833,0.05239992000159999,0.24452958106994638,0.32,0.02
1.0174323654174804,0,0,0.77,-0.32,-0.02,0.2426851290090639,0.05239992000159999,0.24743236541748037,0.32,0.02
1.0203369855880737,0,0,0.77,-0.32,-0.02,0.2452992871625979,0.05239992000159999,0.2503369855880737,0.32,0.02
1.0232395935058594,0,0,0.77,-0.32,-0.02,0.24791163428860497,0.05239992000159999,0.25323959350585934,0.32,0.02
1.0261425590515136,0,0,0.77,-0.32,-0.02,0.2505243032796938,0.05239992000159999,0.2561425590515136,0.32,0.02
1.0290471172332765,0,0,0.77,-0.32,-0.02,0.2531384056432804,0.05239992000159999,0.25904711723327645,0.32,0.02
1.0319515180587768,0,0,0.77,-0.32,-0.02,0.25575236638623067,0.05239992000159999,0.2619515180587768,0.32,0.02
1.0348557090759278,0,0,0.77,-0.32,-0.02,0.2583661383016666,0.05239992000159999,0.2648557090759278,0.32,0.02
1.037759370803833,0,0,0.77,-0.32,-0.02,0.2609794338567813,0.05239992000159999,0.26775937080383305,0.32,0.02
1.040663251876831,0,0,0.77,-0.32,-0.02,0.2635929268224795,0.05239992000159999,0.27066325187683105,0.32,0.02
1.0435654926300049,0,0,0.77,-0.32,-0.02,0.2662049435003359,0.05239992000159999,0.27356549263000485,0.32,0.02
1.0464688014984131,0,0,0.77,-0.32,-0.02,0.26881792148190337,0.05239992000159999,0.27646880149841313,0.32,0.02
1.0493731260299684,0,0,0.77,-0.32,-0.02,0.2714318135603031,0.05239992000159999,0.27937312602996833,0.32,0.02
1.052277159690857,0,0,0.77,-0.32,-0.02,0.27404544385510277,0.05239992000159999,0.28227715969085687,0.32,0.02
1.05518488407135,0,0,0.77,-0.32,-0.02,0.2766623957975466,0.05239992000159999,0.28518488407135,0.32,0.02
1.0580956077575683,0,0,0.77,-0.32,-0.02,0.27928204711514304,0.05239992000159999,0.28809560775756826,0.32,0.02
1.0610011434555053,0,0,0.77,-0.32,-0.02,0.2818970292432863,0.05239992000159999,0.2910011434555053,0.32,0.02
1.0639045524597168,0,0,0.77,-0.32,-0.02,0.28451009734707666,0.05239992000159999,0.2939045524597168,0.32,0.02
1.0668081092834472,0,0,0.77,-0.32,-0.02,0.287123298488434,0.05239992000159999,0.29680810928344714,0.32,0.02
1.0690080547332763,0,0,0.77,-0.32,-0.02,0.28910324939328025,0.05239992000159999,0.2990080547332763,0.32,0.02
1.0702879095077515,0,0,0.77,-0.32,-0.02,0.29025511869030796,0.05239992000159999,0.3002879095077515,0.32,0.02
1.0715677452087402,0,0,0.77,-0.32,-0.02,0.2914069708211977,0.05239992000159999,0.3015677452087402,0.32,0.02
1.0728479433059692,0,0,0.77,-0.32,-0.02,0.29255914910870384,0.05239992000159999,0.3028479433059692,0.32,0.02
1.0741295099258423,0,0,0.77,-0.32,-0.02,0.29371255906658966,0.05239992000159999,0.3041295099258423,0.32,0.02
