time,x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
0,-2.7338085044502815e-16,1.7,3.141592653589793,-0.04,1.54,0.14,0.009557729957065646,0.0298686864011937,0.03999999999999973,0.15999999999999992,3.001592653589793
0.0649876594543457,0.0017354001034790875,1.699999114231087,3.1405718298222145,-0.04,1.54,0.14,0.011123407717330402,0.029949470030355613,0.041735400103479085,0.15999911423108704,3.0005718298222144
0.12894797325134277,0.0034433646919129913,1.699996512713952,3.139567143562485,-0.04,1.54,0.14,0.012664360064325239,0.030028595625938563,0.04344336469191299,0.159996512713952,2.999567143562485
0.19295835494995117,0.005152662788585319,1.6999921911780027,3.1385616708379955,-0.04,1.54,0.14,0.01420654224535043,0.03010740469156866,0.04515266278858532,0.15999219117800267,2.9985616708379954
0.2568988800048828,0.006860090271727032,1.699986158520552,3.137557295419099,-0.04,1.54,0.14,0.01574706338918591,0.03018574967308301,0.04686009027172703,0.15998615852055198,2.997557295419099
0.3209249973297119,0.008569796421976118,1.6999783994478534,3.1365515755199715,-0.04,1.54,0.14,0.01728966718125543,0.030263820819910588,0.04856979642197612,0.15997839944785341,2.9965515755199714
0.3849143981933594,0.010278513462635249,1.699968926822193,3.135546432361667,-0.04,1.54,0.14,0.018831405259703532,0.030341468480672894,0.050278513462635246,0.15996892682219288,2.995546432361667
0.44892215728759766,0.011987710336293885,1.6999577332395335,3.134541000832951,-0.04,1.54,0.14,0.020373603007856435,0.030418759569988067,0.05198771033629389,0.15995773323953344,2.994541000832951
0.5128798484802246,0.013695558144967484,1.6999448319539954,3.1335363557689946,-0.04,1.54,0.14,0.021914610202538588,0.030495611664913116,0.05369555814496749,0.15994483195399534,2.9935363557689945
0.5769085884094238,0.015405289305268159,1.6999301977026648,3.132530594674094,-0.04,1.54,0.14,0.02345734349690442,0.030572170036155713,0.05540528930526816,0.1599301977026648,2.992530594674094
0.6410572528839111,0.017118207129537186,1.699913811634187,3.131522949808841,-0.04,1.54,0.14,0.025002979022060275,0.03064849134881148,0.05711820712953719,0.15991381163418694,2.9915229498088407
0.7049131393432617,0.018823289843617863,1.6998957861467459,3.130519903889895,-0.04,1.54,0.14,0.026541571273945776,0.03072408604625492,0.058823289843617864,0.15989578614674582,2.990519903889895
0.7688977718353271,0.020531791343377133,1.6998760088736566,3.129514835632996,-0.04,1.54,0.14,0.028083275174466987,0.0307994545235036,0.060531791343377134,0.1598760088736566,2.989514835632996
0.8328835964202881,0.022240303933071498,1.6998545140337642,3.128509748650746,-0.04,1.54,0.14,0.0296250157957472,0.030874445302962496,0.0622403039330715,0.15985451403376416,2.988509748650746
0.8968770503997803,0.023948997767222247,1.6998312991311655,3.127504541826247,-0.04,1.54,0.14,0.031166946688645714,0.030949065774914915,0.06394899776722225,0.15983129913116545,2.987504541826247
0.9608776569366455,0.02565785837916071,1.6998063637671779,3.1264992226496395,-0.04,1.54,0.14,0.032709054807651905,0.031023315176513612,0.06565785837916072,0.15980636376717783,2.9864992226496394
1.0248701572418213,0.02736647662254724,1.6997797139503894,3.1254940308054215,-0.04,1.54,0.14,0.034250970930777384,0.031097175738948518,0.06736647662254724,0.15977971395038937,2.9854940308054214
