x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
1.0,0,0,0.77,-0.32,-0.02,0.22699600013333154,0.05239992000159999,0.22999999999999998,0.32,0.02
1.0012804794311523,0,0,0.77,-0.32,-0.02,0.2281484316213686,0.05239992000159999,0.23128047943115226,0.32,0.02
1.0025589895248412,0,0,0.77,-0.32,-0.02,0.22929909070568866,0.05239992000159999,0.23255898952484122,0.32,0.02
1.0038391208648683,0,0,0.77,-0.32,-0.02,0.23045120891171297,0.05239992000159999,0.23383912086486824,0.32,0.02
1.0051186752319337,0,0,0.77,-0.32,-0.02,0.23160280784207182,0.05239992000159999,0.23511867523193364,0.32,0.02
1.0063985919952392,0,0,0.77,-0.32,-0.02,0.2327547329290468,0.05239992000159999,0.23639859199523916,0.32,0.02
1.007678689956665,0,0,0.77,-0.32,-0.02,0.23390682109433003,0.05239992000159999,0.23767868995666497,0.32,0.02
1.0089583349227906,0,0,0.77,-0.32,-0.02,0.23505850156384311,0.05239992000159999,0.23895833492279062,0.32,0.02
1.0102382802963257,0,0,0.77,-0.32,-0.02,0.23621045240002464,0.05239992000159999,0.24023828029632566,0.32,0.02
1.0115181922912597,0,0,0.77,-0.32,-0.02,0.2373623731954653,0.05239992000159999,0.2415181922912597,0.32,0.02
1.0127980041503906,0,0,0.77,-0.32,-0.02,0.23851420386868305,0.05239992000159999,0.24279800415039055,0.32,0.02
1.0140779256820678,0,0,0.77,-0.32,-0.02,0.23966613324719255,0.05239992000159999,0.24407792568206776,0.32,0.02
1.0153579664230348,0,0,0.77,-0.32,-0.02,0.24081816991406285,0.05239992000159999,0.24535796642303476,0.32,0.02
1.016637773513794,0,0,0.77,-0.32,-0.02,0.24196999629574606,0.05239992000159999,0.2466377735137939,0.32,0.02
1.0179178714752197,0,0,0.77,-0.32,-0.02,0.2431220844610293,0.05239992000159999,0.2479178714752197,0.32,0.02
1.0191988849639892,0,0,0.77,-0.32,-0.02,0.24427499660092186,0.05239992000159999,0.24919888496398923,0.32,0.02
1.0204776239395141,0,0,0.77,-0.32,-0.02,0.24542586167889427,0.05239992000159999,0.2504776239395141,0.32,0.02
1.021757378578186,0,0,0.77,-0.32,-0.02,0.24657764085369888,0.05239992000159999,0.2517573785781859,0.32,0.02
1.0230372953414917,0,0,0.77,-0.32,-0.02,0.24772956594067405,0.05239992000159999,0.25303729534149166,0.32,0.02
1.0243171501159667,0,0,0.77,-0.32,-0.02,0.24888143523770156,0.05239992000159999,0.2543171501159667,0.32,0.02
1.025597219467163,0,0,0.77,-0.32,-0.02,0.25003349765377825,0.05239992000159999,0.25559721946716296,0.32,0.02
1.0268769836425782,0,0,0.77,-0.32,-0.02,0.2511852854116519,0.05239992000159999,0.25687698364257816,0.32,0.02
1.0281568145751954,0,0,0.77,-0.32,-0.02,0.2523371332510074,0.05239992000159999,0.25815681457519535,0.32,0.02
1.0294368648529053,0,0,0.77,-0.32,-0.02,0.2534891785009463,0.05239992000159999,0.2594368648529053,0.32,0.02
1.0307169580459594,0,0,0.77,-0.32,-0.01,0.2546442622496968,0.05179999000005,0.2607169580459594,0.32,0.01
1.0319965410232543,0,0,0.78,-0.32,-0.01,0.2467958869292622,0.05179999000005,0.2519965410232543,0.32,0.01
1.0332782077789306,0,0,0.78,-0.32,-0.01,0.24794938700937086,0.05179999000005,0.2532782077789306,0.32,0.01
1.0345570516586304,0,0,0.78,-0.32,-0.01,0.24910034650110066,0.05179999000005,0.2545570516586304,0.32,0.01
1.0358365488052368,0,0,0.78,-0.32,-0.01,0.2502518939330464,0.05179999000005,0.25583654880523676,0.32,0.01
1.0371166229248048,0,0,0.79,-0.32,-0.01,0.24240396064065756,0.05179999000005,0.24711662292480474,0.32,0.01
1.0383961009979248,0,0,0.8,-0.32,-0.01,0.23455549090646557,0.05179999000005,0.23839610099792474,0.32,0.01
1.0396760749816893,0,0,0.81,-0.33,-0.07,0.22665948748858597,0.05699657084025197,0.2296760749816893,0.33,0.07
1.0409559059143065,0,0,0.83,-0.33,-0.07,0.20981133532794152,0.05699657084025197,0.21095590591430657,0.33,0.07
1.0422358465194703,0,0,0.83,-0.33,-0.08,0.2109482959935757,0.057594881638150366,0.21223584651947036,0.33,0.08
1.0435157299041748,0,0,0.85,-0.33,-0.08,0.19410019103980977,0.057594881638150366,0.19351572990417487,0.33,0.08
1.044795618057251,0,0,0.86,-0.33,-0.08,0.18625209037757837,0.057594881638150366,0.1847956180572511,0.33,0.08
1.0460756063461303,0,0,0.87,-0.33,-0.09,0.17838710037175715,0.058192712951880665,0.1760756063461303,0.33,0.09
