x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
1.0,0,0,0.89,-0.01,0.0,0.119,0.0016,0.10999999999999999,0.01,0.0
1.0014811849594116,0,0,0.89,-0.01,0.0,0.12033306646347046,0.0016,0.11148118495941162,0.01,0.0
1.0030819940567017,0,0,0.89,-0.01,0.0,0.12177379465103155,0.0016,0.11308199405670172,0.01,0.0
1.0046807718276978,0,0,0.89,-0.01,0.0,0.12321269464492798,0.0016,0.11468077182769776,0.01,0.0
1.00628173828125,0,0,0.89,-0.01,0.0,0.1246535644531249,0.0016,0.11628173828124988,0.01,0.0
1.0078816652297973,0,0,0.89,-0.01,0.0,0.12609349870681755,0.0016,0.11788166522979726,0.01,0.0
1.0094806909561158,0,0,0.89,-0.01,0.0,0.1275326218605042,0.0016,0.1194806909561158,0.01,0.0
1.011081700325012,0,0,0.89,-0.01,0.0,0.12897353029251088,0.0016,0.12108170032501209,0.01,0.0
1.012681064605713,0,0,0.89,-0.01,0.0,0.13041295814514164,0.0016,0.12268106460571293,0.01,0.0
1.0142811584472655,0,0,0.89,-0.01,0.0,0.13185304260253897,0.0016,0.1242811584472655,0.01,0.0
1.0158811044692992,0,0,0.89,-0.01,0.0,0.1332929940223693,0.0016,0.12588110446929923,0.01,0.0
1.017480878829956,0,0,0.89,-0.01,0.0,0.13473279094696047,0.0016,0.12748087882995607,0.01,0.0
1.0191026067733764,0,0,0.89,-0.01,0.0,0.13619234609603872,0.0016,0.12910260677337637,0.01,0.0
1.0206904649734496,0,0,0.89,-0.01,0.0,0.13762141847610465,0.0016,0.1306904649734496,0.01,0.0
1.0222805976867675,0,0,0.89,-0.01,0.0,0.13905253791809072,0.0016,0.13228059768676748,0.01,0.0
1.0238794374465943,0,0,0.89,-0.01,0.0,0.14049149370193484,0.0016,0.13387943744659425,0.01,0.0
1.025480909347534,0,0,0.89,-0.01,0.0,0.1419328184127807,0.0016,0.1354809093475341,0.01,0.0
1.027079086303711,0,0,0.89,-0.01,0.0,0.14337117767333982,0.0016,0.1370790863037109,0.01,0.0
1.028679051399231,0,0,0.89,-0.01,0.0,0.14481114625930788,0.0016,0.13867905139923098,0.01,0.0
1.0302799558639526,0,0,0.89,-0.01,0.0,0.14625196027755732,0.0016,0.1402799558639526,0.01,0.0
1.031880087852478,0,0,0.89,-0.01,0.0,0.14769207906723025,0.0016,0.14188008785247808,0.01,0.0
1.0334787225723268,0,0,0.89,-0.01,0.0,0.14913085031509407,0.0016,0.14347872257232674,0.01,0.0
1.0350796937942506,0,0,0.89,-0.01,0.0,0.1505717244148255,0.0016,0.14507969379425056,0.01,0.0
1.036678466796875,0,0,0.89,-0.01,0.0,0.1520106201171874,0.0016,0.1466784667968749,0.01,0.0
1.0382794380187987,0,0,0.89,-0.01,0.0,0.15345149421691884,0.0016,0.14827943801879873,0.01,0.0
1.039878306388855,0,0,0.89,-0.01,0.0,0.1548904757499695,0.0016,0.14987830638885502,0.01,0.0
1.0414782094955444,0,0,0.89,-0.01,0.0,0.1563303885459899,0.0016,0.15147820949554436,0.01,0.0
1.0430790901184082,0,0,0.89,-0.01,0.0,0.15777118110656732,0.0016,0.15307909011840815,0.01,0.0
1.0446781206130982,0,0,0.89,-0.01,0.0,0.15921030855178833,0.0016,0.15467812061309816,0.01,0.0
1.0462787818908692,0,0,0.9,-0.01,0.0,0.15165090370178225,0.0016,0.14627878189086918,0.01,0.0
1.0478775262832642,0,0,0.91,-0.01,0.0,0.1440897736549378,0.0016,0.13787752628326422,0.01,0.0
1.0494787311553955,0,0,0.91,-0.01,0.0,0.14553085803985588,0.0016,0.13947873115539544,0.01,0.0
1.0510784149169923,0,0,0.92,-0.01,0.0,0.137970573425293,0.0016,0.13107841491699224,0.01,0.0
1.052730655670166,0,0,0.92,-0.01,0.0,0.13945759010314945,0.0016,0.13273065567016606,0.01,0.0
1.054278154373169,0,0,0.93,-0.01,0.0,0.13185033893585202,0.0016,0.12427815437316891,0.01,0.0
1.0558772039413453,0,0,0.94,-0.01,0.0,0.12428948354721084,0.0016,0.11587720394134537,0.01,0.0
1.0574770784378051,0,0,0.94,-0.01,0.0,0.12572937059402467,0.0016,0.1174770784378052,0.01,0.0
1.0590774011611939,0,0,0.95,-0.01,0.0,0.11816966104507452,0.0016,0.10907740116119391,0.01,0.0
1.0606934213638306,0,0,0.96,-0.01,0.0,0.11062407922744757,0.0016,0.10069342136383064,0.01,0.0
1.0622775983810424,0,0,0.97,-0.01,0.0,0.1030498385429382,0.0016,0.09227759838104244,0.01,0.0
1.063876633644104,0,0,0.97,-0.01,0.0,0.10448897027969353,0.0016,0.09387663364410392,0.01,0.0
1.065477294921875,0,0,0.98,-0.01,0.0,0.09692956542968746,0.0016,0.08547729492187495,0.01,0.0
1.0670771598815918,0,0,0.99,-0.01,0.0,0.08936944389343263,0.0016,0.0770771598815918,0.01,0.0
1.0686784076690674,0,0,0.99,-0.01,0.0,0.09081056690216069,0.0016,0.07867840766906742,0.01,0.0
1.0702771139144898,0,0,1.0,-0.02,0.0,0.08324940252304079,0.0032,0.07027711391448976,0.02,0.0
1.0718781757354736,0,0,1.01,-0.02,0.0,0.07569035816192625,0.0032,0.061878175735473606,0.02,0.0
