time,x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
0,8.572527594031472e-17,1.4,3.141592653589793,-0.41,1.64,-1.11,0.3592213825196912,-0.08592559642154944,0.4100000000000001,-0.24,4.251592653589793
0.06504940986633301,0.0014305109881712656,1.3999992691563494,3.140570859849011,-0.41,1.64,-1.11,0.3604887207934513,-0.08589571896505323,0.41143051098817124,-0.24000073084365048,4.250570859849011
0.12904119491577148,0.0028377621464872166,1.3999971239634743,3.139565679240004,-0.41,1.64,-1.11,0.36173546235573445,-0.08586651802654512,0.4128377621464872,-0.2400028760365256,4.249565679240004
0.19304108619689941,0.004245188702088553,1.3999935636898062,3.138560371298607,-0.41,1.64,-1.11,0.3629823691917572,-0.08583750263787548,0.41424518870208854,-0.2400064363101937,4.248560371298607
0.25704169273376465,0.005652626696482373,1.3999885884575738,3.137555052122,-0.41,1.64,-1.11,0.3642292960448529,-0.08580867621831569,0.41565262669648234,-0.2400114115424261,4.247555052122
0.32102537155151367,0.007059686722702279,1.3999822001809084,3.1365499988453824,-0.41,1.64,-1.11,0.3654758979141831,-0.08578004667161114,0.41705968672270227,-0.24001779981909155,4.246549998845382
0.3850433826446533,0.008467494610068129,1.3999743931711852,3.135544406278644,-0.41,1.64,-1.11,0.36672317224589873,-0.0857515911676164,0.4184674946100681,-0.24002560682881469,4.245544406278644
0.4490211009979248,0.00987440787337787,1.3999651767344607,3.134539446628784,-0.41,1.64,-1.11,0.3679696638474308,-0.08572334287885301,0.4198744078733778,-0.24003482326553915,4.244539446628784
0.5130207538604736,0.011281793513481365,1.3999545425245488,3.1335341424324574,-0.41,1.64,-1.11,0.36921658384468214,-0.08569527427699397,0.42128179351348133,-0.24004545747545114,4.243534142432457
0.577017068862915,0.012689094351431021,1.3999424941348628,3.132528890667115,-0.41,1.64,-1.11,0.37046343859078684,-0.08566739655675483,0.422689094351431,-0.24005750586513708,4.242528890667115
0.6410136222839355,0.014096387609489709,1.399929031007059,3.131523635156702,-0.41,1.64,-1.11,0.37171029650319504,-0.08563970817466822,0.4240963876094897,-0.240070968992941,4.241523635156702
0.7049977779388428,0.015503393998206381,1.3999141562162074,3.130518574389944,-0.41,1.64,-1.11,0.37295691012941345,-0.08561221457181611,0.42550339399820636,-0.2400858437837925,4.240518574389944
0.769000768661499,0.016910798900770914,1.39989786230301,3.129513217762634,-0.41,1.64,-1.11,0.3742038867233456,-0.08558490238401584,0.4269107989007709,-0.24010213769698985,4.239513217762634
0.8330435752868652,0.01831906223335614,1.399880141997482,3.128507235708586,-0.41,1.64,-1.11,0.3754516337894883,-0.08555776294624606,0.42831906223335614,-0.2401198580025179,4.238507235708586
0.8970036506652832,0.019725487852523368,1.3998610306487496,3.127502553193927,-0.41,1.64,-1.11,0.37669776248550796,-0.08553084802708394,0.42972548785252335,-0.24013896935125034,4.237502553193927
0.9609825611114502,0.021132307718626522,1.399840500046518,3.126497574818715,-0.41,1.64,-1.11,0.37794425036997037,-0.08550411462992108,0.4311323077186265,-0.24015949995348196,4.236497574818715
1.0249733924865723,0.022539368362434347,1.399818551410797,3.125492409189989,-0.41,1.64,-1.11,0.379190961471297,-0.08547756580743929,0.43253936836243434,-0.24018144858920287,4.235492409189989
1.0889639854431152,0.023946400991082646,1.3997951885470867,3.1244872473063334,-0.41,1.64,-1.11,0.38043765763113824,-0.0854512066830998,0.4339464009910826,-0.24020481145291317,4.234487247306333
1.1529617309570312,0.02535356669263416,1.3997704085513316,3.123481973070569,-0.41,1.64,-1.11,0.3816844815825898,-0.08542503426976569,0.43535356669263414,-0.2402295914486683,4.233481973070569
1.2169616222381592,0.026760753951738242,1.3997442130789233,3.122476665129173,-0.41,1.64,-1.11,0.38293133451925004,-0.08539905068279016,0.4367607539517382,-0.24025578692107663,4.232476665129173
1.280954360961914,0.028167756904136452,1.3997166061281796,3.121471469539884,-0.41,1.64,-1.11,0.38417803403178763,-0.0853732597012334,0.43816775690413645,-0.2402833938718203,4.231471469539884
1.3449532985687256,0.029574867685460887,1.3996875819987071,3.120466176578769,-0.41,1.64,-1.11,0.38542483897185487,-0.08534765596589147,0.43957486768546083,-0.24031241800129277,4.230466176578769
1.4089632034301758,0.030982189701475087,1.3996571379881937,3.11946071134442,-0.41,1.64,-1.11,0.38667184096863605,-0.08532223767133552,0.44098218970147507,-0.2403428620118062,4.22946071134442
1.472965955734253,0.03238932314487555,1.3996252826189646,3.11845535846218,-0.41,1.64,-1.11,0.38791868576116145,-0.08529701205559138,0.4423893231448755,-0.24037471738103533,4.22845535846218
1.5370264053344727,0.03379769231131135,1.3995919819698988,3.117449099272932,-0.41,1.63,-1.11,0.38916663541317215,-0.08351266192364618,0.44379769231131133,-0.23040801803010114,4.227449099272932
1.6010010242462158,0.0352041403370944,1.399557311617901,3.116444188308985,-0.41,1.63,-1.1,0.3902189561823106,-0.08317679044202471,0.4452041403370944,-0.23044268838209891,4.216444188308985
1.664926528930664,0.036609473103203255,1.399521256172662,3.1154400488295164,-0.4,1.63,-1.11,0.3826581714894398,-0.0834632008425816,0.4366094731032033,-0.2304787438273379,4.225440048829516
1.7289209365844727,0.038016283652833154,1.399483748450559,3.114434827024736,-0.4,1.63,-1.1,0.38371104196743455,-0.08312653274228188,0.4380162836528332,-0.230516251549441,4.214434827024736
1.7929143905639648,0.03942303482404142,1.3994448271815727,3.1134296202002374,-0.4,1.62,-1.11,0.3851513251800483,-0.08165517319086361,0.43942303482404144,-0.2205551728184274,4.223429620200237
