time,x_r,y_r,theta_r,x,y,theta,v,omega,x_e,y_e,theta_e
0,-2.7338085044502815e-16,1.7,3.141592653589793,-0.3,1.58,0.69,0.24940500307398458,0.061138053628717166,0.2999999999999997,0.11999999999999988,2.451592653589793
0.06505274772644043,0.0017371381896909967,1.6999991124559182,3.140570807418027,-0.3,1.58,0.69,0.2509858073253083,0.06120097214662717,0.301737138189691,0.1199991124559181,2.450570807418027
0.12907838821411133,0.0034468472256181638,1.6999965056564683,3.13956509500904,-0.3,1.58,0.69,0.2525416719105611,0.06126247492372253,0.30344684722561815,0.11999650565646824,2.44956509500904
0.19301176071166992,0.005154088904796355,1.6999921868548578,3.138560831942252,-0.3,1.58,0.7,0.25426693782818627,0.06193720270968867,0.30515408890479634,0.11999218685485769,2.438560831942252
0.25702404975891113,0.006863432719726843,1.6999861450292182,3.137555329257201,-0.3,1.58,0.7,0.25582271729331735,0.0619973373359027,0.3068634327197268,0.11998614502921812,2.4375553292572008
0.32102084159851074,0.008572355770477911,1.699978386543942,3.136550070001718,-0.3,1.58,0.7,0.25737813443697083,0.06205703795528334,0.3085723557704779,0.11997838654394188,2.4365500700017177
0.3850362300872803,0.010281766745705589,1.699968907148771,3.135544518630753,-0.3,1.58,0.7,0.2589340163253365,0.06211633628209021,0.31028176674570557,0.11996890714877084,2.4355445186307527
0.44901084899902344,0.011990078659844703,1.6999577165370117,3.134539607666806,-0.3,1.58,0.7,0.26048891849569067,0.062175177482686105,0.3119900786598447,0.1199577165370116,2.4345396076668058
0.5130102634429932,0.01369904057277997,1.6999448038943457,3.13353430721555,-0.3,1.58,0.69,0.26187178090762064,0.06162248597804305,0.31369904057278,0.11994480389434559,2.44353430721555
0.5769999027252197,0.015407727620391751,1.6999301756041558,3.1325291603121754,-0.3,1.58,0.7,0.2635997178184417,0.06229163793342651,0.31540772762039176,0.11993017560415575,2.4325291603121757
0.6409945487976074,0.017116532793497057,1.699913828494,3.131523934762325,-0.3,1.58,0.69,0.2649820696526907,0.06173914533524543,0.31711653279349705,0.11991382849400001,2.441523934762325
0.7049696445465088,0.018824798639929145,1.6998957694388694,3.130519016308238,-0.3,1.58,0.7,0.266710073625576,0.0624064025308615,0.31882479863992913,0.11989576943886937,2.4305190163082377
0.7689924240112305,0.02053431870693893,1.6998759783452562,3.129513348840094,-0.3,1.58,0.69,0.2680927089433019,0.0618541405099372,0.32053431870693894,0.1198759783452561,2.439513348840094
0.8329870700836182,0.022243066809429456,1.6998544778830071,3.1285081232902434,-0.3,1.58,0.7,0.26982160170391406,0.06251953033510932,0.32224306680942943,0.11985447788300707,2.4285081232902437
0.8969871997833252,0.023951938853496436,1.699831257691527,3.1275028116037764,-0.3,1.58,0.7,0.27137715818408276,0.062575456670925,0.32395193885349644,0.11983125769152703,2.4275028116037767
0.9609982967376709,0.02566107952163023,1.6998063151423413,3.1264973276440764,-0.3,1.58,0.7,0.27293297983681186,0.06263097245682112,0.3256610795216302,0.11980631514234119,2.4264973276440767
1.0249762535095215,0.027369309401059118,1.6997796683402555,3.125492364249146,-0.3,1.58,0.69,0.27431370837497077,0.06207908871076468,0.3273693094010591,0.11977966834025544,2.435492364249146
1.0889637470245361,0.02907776626634089,1.6997513004875038,3.124487251051404,-0.3,1.58,0.7,0.27604323350071347,0.06274069501407681,0.3290777662663409,0.11975130048750371,2.4244872510514037
1.1529603004455566,0.03078643564760293,1.6997212110755446,3.123481995540991,-0.3,1.58,0.69,0.2774239970186722,0.062189039514010856,0.3307864356476029,0.11972121107554456,2.433481995540991
1.2171390056610107,0.03249993712644798,1.6996893110468092,3.122473878796882,-0.3,1.58,0.69,0.2789836676008644,0.06224354357842019,0.332499937126448,0.11968931104680913,2.4324738787968823
1.2809665203094482,0.03420402944403132,1.6996558723370423,3.1214712785413,-0.3,1.58,0.7,0.2807098912850601,0.06290217436355719,0.3342040294440313,0.11965587233704222,2.4214712785412997
1.3449592590332031,0.03591249846231307,1.699620631921781,3.120466082952012,-0.3,1.58,0.69,0.2820899260165832,0.06235083817936705,0.3359124984623131,0.11962063192178096,2.430466082952012
1.4089417457580566,0.037620657496362765,1.6995836802374695,3.119461048400746,-0.3,1.58,0.69,0.283644796180255,0.06240391737076168,0.3376206574963628,0.11958368023746946,2.429461048400746
1.4729290008544922,0.03932890582830875,1.6995450088674757,3.118455938948074,-0.3,1.58,0.69,0.28519976843837963,0.062456580850201955,0.33932890582830877,0.11954500886747566,2.428455938948074
1.5369584560394287,0.041038240991690345,1.699504593337808,3.1174501666179624,-0.3,1.58,0.69,0.28675575084167904,0.062508858909697,0.34103824099169033,0.11950459333780783,2.4274501666179624
1.6009273529052734,0.04274591803166215,1.699462499289593,3.1164453455357024,-0.3,1.58,0.69,0.2883102446895821,0.06256066777808064,0.34274591803166216,0.11946249928959296,2.4264453455357025
1.6649196147918701,0.04445417562791787,1.6994186730377072,3.115440157436555,-0.3,1.58,0.69,0.28986528782808524,0.06261207573917232,0.34445417562791786,0.11941867303770715,2.425440157436555
1.7289268970489502,0.04616278925666273,1.699373118796471,3.1144347333979794,-0.3,1.58,0.69,0.2914206758897713,0.06266307565956539,0.3461627892566627,0.11937311879647083,2.4244347333979794
